OBJECTID,TENCODE,ADDRESS,OWNER1,OWNER2,BLDG_CODE,BLDG_DESC,BRT_ID,GROSS_AREA,YEAR,SEASON,VL_NUM,NUMPARCELS,SQ_FT,TREES_NUM,TARGETAREA,GROUP_,GRID,CCD,CCD_PERSON,ADDR_RANGE,ZIPCODE,Shape__Area,Shape__Length
1086,7896006088,6088 UPLAND ST,WILLIE CLAUDETTE, ,SR,VAC LAND RES < ACRE,401302300,841,2007,Spring,VL0982SP,3,2908,3,Southwest Philadelphia,,354,2,Kenyatta Johnson,6086-6090 UPLAND STREET,19142,814.159851074219,144.481879512548
1087,7896006046,6046 UPLAND ST,TRAN JERRY, ,SR,VAC LAND RES < ACRE,401300200,841,2007,Spring,VL0974SP,6,5246,3,Southwest Philadelphia,,354,2,Kenyatta Johnson,6040-6050 UPLAND STREET,19142,839.680114746094,146.310315342006
1088,7784005969,5969 TRINITY ST,PITTS LATINA,PITTS BLAIR J,SR,VAC LAND RES < ACRE,401105000,1372,2007,Fall,VL1222SP,2,3033,2,Southwest Philadelphia,,346,2,Kenyatta Johnson,5969-5971 TRINITY STREET,19143,1411.09777832031,212.301839075863
1089,7896006048,6048 UPLAND ST,JOHNSON DWAIN, ,SR,VAC LAND RES < ACRE,401300300,841,2007,Spring,VL0974SP,6,5246,3,Southwest Philadelphia,,354,2,Kenyatta Johnson,6040-6050 UPLAND STREET,19142,853.925964355469,146.67490713697
1090,8350005833,5833 WILLOWS AVE,CITY OF PHILA,DEPT OF PUBLC PROP,SR,VAC LAND RES < ACRE,034056610,1840,2015,Fall,VL3143SW_CLP,2,3538,0,SOUTHWEST,,346,3,Jannie L. Blackwell,5831-33 WILLOWS AVE,19143,1811.15344238281,259.297840993327
1091,8898001614,1614 S 58TH ST,CITY OF PHILA,DEPT OF PUBLC PROP,SR,VAC LAND COMM. < ACRE,034125810,1108,2015,Fall,VL3131SW_CLP,1,1110,0,SOUTHWEST,,346,3,Jannie L. Blackwell,1614 S 58TH ST,19143,1164.44219970703,177.355541442281
1092,7896006032,6032 UPLAND ST,PHILADELPHIA LAND BANK, ,SR,VAC LAND RES < ACRE,401299501,841,2006,Fall,VL0973SP,3,2562,1,Southwest Philadelphia,,354,2,Kenyatta Johnson,6032-6036 UPLAND STREET,19142,857.699340820313,146.940529165105
1093,7896006003,6003 UPLAND ST,LAM TONY SIK-YUEN,HUYNH HIENG LY,SR,VAC LAND RES < ACRE,401286800,960,2006,Fall,VL0970SP,4,3814,1,Southwest Philadelphia,,354,2,Kenyatta Johnson,"6002 REINHARD STREET; 6003-6007 UPLAND STREET",19142,955.119201660156,151.74972744818
1094,1940003741,3741 BROWN ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,243118410,1384,2002,Spring,VL0079,40,58446,30,West Philadelphia,,303,3,Jannie L. Blackwell,"3701-3737 BROWN STREET; 3700-3706, 
3720-3726 MANTUA AVENUE; 811-813 N 38TH STR*",19104,1423.19671630859,208.185502775578
1095,1380003926,3926 ASPEN ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,VAC LAND RES < ACRE,243039310,1440,2016,Spring,VL3306WP_CLP,12,18515,0,WEST PHILADELPHIA,,315,3,Jannie L. Blackwell,3908-26 ASPEN ST,19104,1442.97528076172,213.559485372674
1096,7896006154,6154 UPLAND ST,JAMES A LARKIN JR,ELEANOR,SR,VAC LAND RES < ACRE,401305000,868,2007,Fall,VL1252SP,7,6592,3,Southwest Philadelphia,,354,2,Kenyatta Johnson,6154-6166 UPLAND STREET,19142,871.89208984375,151.26899203432
1097,8856000717,717 N 39TH ST,WPRE V LP, ,SR,VAC LAND RES < ACRE,243100500,1476,2010,Spring,VL1750WP,5,7221,4,West Philadelphia,,315,3,Jannie L. Blackwell,709-717 N 39TH STREET,19104,1419.75079345703,197.959100491275
1098,7784006041,6041 TRINITY ST,CADET DONALD, ,SR,VAC LAND RES < ACRE,401212600,867,2013,Fall,VL2620SW,6,6223,3,Southwest Philadelphia,,346,2,Kenyatta Johnson,6035-6045 TRINITY STREET,19142,867.735717773438,141.313589323219
1099,8350005840,5840 WILLOWS AVE,MANUEL OLIVIA Z, ,SR,VAC LAND RES < ACRE,034059900,1657,2015,Fall,VL3127SW_CLP,4,4356,0,SOUTHWEST,,346,3,Jannie L. Blackwell,5836-42 WILLOWS AVE,19143,1662.59301757813,252.34685636379
1100,1940003651,3651 BROWN ST,CITY OF PHILA, ,SR,VAC LAND RES < ACRE,243116310,101685,2004,Spring,VL0431WP,1,4361,5,West Philadelphia,,303,3,Jannie L. Blackwell,3651 BROWN STREET,19104,101685.021057129,1613.28032423862
1101,1380003862,3862 ASPEN ST,WM ASBELL,DORA,SR,VAC LAND RES < ACRE,243037700,1440,2007,Fall,VL1276WP,7,10457,5,West Philadelphia,,315,3,Jannie L. Blackwell,"3860-3868 ASPEN STREET; 731-737 N 39TH STREET",19104,1400.41027832031,210.769819221683
1102,6794006083,6083 REINHARD ST,NICHOLSON PAUL, ,SR,VAC LAND RES < ACRE,401274600,930,2006,Fall,VL0956SP,5,6168,4,Southwest Philadelphia,,354,2,Kenyatta Johnson,6081-6089 REINHARD STREET,19142,909.524169921875,149.74398364914
1103,8898001718,1718 S 58TH ST,SHERIFF EVERETT M, ,U50,ROW CONV/APT 3STY MASONRY,034127800,1208,2013,Fall,VL2616SW,1,1200,0,Southwest Philadelphia,,346,3,Jannie L. Blackwell,1718 S 58TH STREET,19143,1229.84375,184.210372209259
1104,8856000819,819 N 39TH ST,DO 2 WIN RE GROUP LLC, ,SR,VAC LAND RES < ACRE,243150700,1226,2014,Spring,VL2724WP,1,2580,0,West Philadelphia,,303,3,Jannie L. Blackwell,819 N 39th Street,19104,1257.830078125,192.249925469614
1105,8854000777,777 N 38TH ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,243095610,1389,2006,Spring,VL0849WP,14,19507,12,West Philadelphia,,303,3,Jannie L. Blackwell,"777-785 N 38TH STREET; 770-774 N DEKALB STREET; 
3716-3726 BROWN STREET",19104,1433.30224609375,212.852577665274
1106,1380003818,3818 ASPEN ST,FRAZIER LOUIS JR,WOODFORD J,SR,VAC LAND RES < ACRE,243035500,1260,2012,Fall,VL2099WP-F,1,1008,0,West Philadelphia,,315,3,Jannie L. Blackwell,3818 ASPEN STREET,19104,1286.30780029297,208.469754262526
1107,6794006013,6013 REINHARD ST,STEVENS AVON, ,SR,VAC LAND RES < ACRE,401271100,871,2006,Fall,VL0968SP,5,3658,2,Southwest Philadelphia,,354,2,Kenyatta Johnson,6009-6015 REINHARD STREET,19142,871.941772460938,147.527335771709
1108,8854000813,813 N 38TH ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,243147400,1408,2002,Spring,VL0079,40,58446,30,West Philadelphia,,303,3,Jannie L. Blackwell,"3701-3737 BROWN STREET; 3700-3706, 
3720-3726 MANTUA AVENUE; 811-813 N 38TH STR*",19104,1419.92266845703,208.503379738023
1109,8104003614,3614 WALLACE ST,PHILA REDEVELOPMENT AUTH, ,SR,VAC LAND RES < ACRE,242086300,2000,2016,Spring,VL0985WP_CLP_R,25,20416,0,WEST PHILADELPHIA,,315,3,Jannie L. Blackwell,"627-643 N 37TH ST; 3610-3626 WALLACE ST; 3611-27 MOUNT VERNON ST",19104,1910.00543212891,209.85387685758
1110,8854000800,800 N 38TH ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,243147910,1200,2014,Spring,VL2723WP,1,1376,0,West Philadelphia,,303,3,Jannie L. Blackwell,800 N 38th Street,19104,1257.67315673828,190.893258757669
1111,8568006030,6030 YOCUM ST,JOSEPH A BRANDON,VIOLET,SR,VAC LAND RES < ACRE,401323900,998,2013,Fall,VL2628SW,1,3996,3,Southwest Philadelphia,,354,2,Kenyatta Johnson,6030 YOCUM STREET,19142,998.756469726563,167.208733472813
1112,3328003827,3827 FAIRMOUNT AVE,COMMONWEALTH IMPROVEMENT, ,SR,VAC LAND RES < ACRE,243013100,1440,2012,Fall,VL2110WP-F,4,10875,4,West Philadelphia,,315,3,Jannie L. Blackwell,3825-3841 FAIRMOUNT AVENUE,19104,1499.53039550781,212.826301631363
1113,5752003611,3611 MOUNT VERNON ST,PHILA REDEVELOPMENT AUTH, ,SR,VAC LAND RES < ACRE,242074810,814,2016,Spring,VL0985WP_CLP_R,25,20416,0,WEST PHILADELPHIA,,315,3,Jannie L. Blackwell,"627-643 N 37TH ST; 3610-3626 WALLACE ST; 3611-27 MOUNT VERNON ST",19104,814.543212890625,159.563917635345
1114,8898001705,1705 S 58TH ST,CARSON KIM, ,O30,ROW 2 STY MASONRY,514054100,1010,2015,Fall,VL3124SW_CLP,1,1092,0,SOUTHWEST,,346,3,Jannie L. Blackwell,1705 S 58TH ST,19143,1010.24969482422,172.339237004465
1115,4124003727,3727 HAVERFORD AVE,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,242049300,1600,2002,Spring,VL0057,13,15444,10,West Philadelphia,,315,3,Jannie L. Blackwell,3719-3737 HAVERFORD AVENUE,19104,1599.5,225.870959291802
1116,6316003902,3902 PARRISH ST,PHILADELPHIA HOUSING,DEVELOPMENT CORPORATION,SR,VAC LAND RES < ACRE,243140510,1114,2016,Spring,VL3301WP_CLP,2,2204,0,WEST PHILADELPHIA,,303,3,Jannie L. Blackwell,3900-02 PARRISH ST,19104,1133.97271728516,180.400096370984
1117,8904002032,2032 S 61ST ST,OWENS MAUREEN, ,SR,VAC LAND COMM. < ACRE,401147200,1187,2007,Fall,VL1243SP,2,4214,4,Southwest Philadelphia,,354,2,Kenyatta Johnson,"2032-2034 S 61ST STREET; 6109 UPLAND STREET",19142,1192.19757080078,178.996049038851
1118,3458003935,3935 FOLSOM ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND RES < ACRE,243062010,1022,2007,Fall,VL1273WP,3,2590,1,West Philadelphia,,315,3,Jannie L. Blackwell,3935-3939 FOLSOM STREET,19104,1025.37329101563,174.213593964674
1119,6794006144,6144 REINHARD ST,BCGS L L C, ,SR,VAC LAND RES < ACRE,401284900,868,2002,Spring,VL0059WP,18,14640,15,Southwest Philadelphia,,354,2,Kenyatta Johnson,"6111-6115, 6127-6135, 6132-6146 REINHARD STREET; 
2018-2020 S 61ST STREET",19142,849.729736328125,151.498672660719
1120,6770001919,1919 S REDFIELD ST,CITY OF PHILA,DEPT PUB PROP,SR,VAC LAND RES < ACRE,401061501,868,2013,Fall,VL2626SW,4,5504,4,Southwest Philadelphia,,346,2,Kenyatta Johnson,1915-1921 S REDFIELD STREET,19143,839.543701171875,151.392328246371
1121,1224006004,6004 ALLMAN ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND RES < ACRE,401246101,900,2007,Fall,VL1226SP,1,1058,0,Southwest Philadelphia,,354,2,Kenyatta Johnson,6004 ALLMAN STREET,19142,916.664489746094,152.019848972856
1122,8850000632,632 N 36TH ST,PHILA REDEVELOPMENT AUTH, ,SR,VAC LAND RES < ACRE,242172110,960,2006,Fall,VL0990WP,5,6344,4,West Philadelphia,,315,3,Jannie L. Blackwell,628-634 N 36TH STREET,19104,993.100036621094,154.579251318461
1123,8898001830,1830 S 58TH ST,NORTH CAROLINA TED INC,A PA CORP,SR,VAC LAND COMM. < ACRE,401055500,1459,2007,Fall,VL1217SP,2,2754,1,Southwest Philadelphia,,346,2,Kenyatta Johnson,1828-1830 S 58TH STREET,19143,1459.84814453125,195.052683084319
1124,1224006017,6017 ALLMAN ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND RES < ACRE,401241401,870,2007,Fall,VL1225SP,8,5400,3,Southwest Philadelphia,,354,2,Kenyatta Johnson,6009-6023 ALLMAN STREET,19142,894.597595214844,146.950038345582
1125,6794006135,6135 REINHARD ST,PHILADELPHIA LAND BANK, ,SR,VAC LAND RES < ACRE,401276401,861,2002,Spring,VL0059WP,18,14640,15,Southwest Philadelphia,,354,2,Kenyatta Johnson,"6111-6115, 6127-6135, 6132-6146 REINHARD STREET; 
2018-2020 S 61ST STREET",19142,861.738342285156,155.773625012666
1126,4124003719,3719 HAVERFORD AVE,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,242048900,1615,2002,Spring,VL0057,13,15444,10,West Philadelphia,,315,3,Jannie L. Blackwell,3719-3737 HAVERFORD AVENUE,19104,1581.80493164063,224.80105735258
1127,2768000774,774 N DE KALB ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,243092000,945,2006,Spring,VL0849WP,14,19507,12,West Philadelphia,,303,3,Jannie L. Blackwell,"777-785 N 38TH STREET; 770-774 N DEKALB STREET; 
3716-3726 BROWN STREET",19104,925.135803222656,150.413304969022
1128,3458003924,3924 FOLSOM ST,PHILA HOUSING AUTHORITY, ,SR,VAC LAND RES < ACRE,243055710,980,2007,Fall,VL1274WP_R,5,3795,0,West Philadelphia,,315,3,Jannie L. Blackwell,3922-3930 FOLSOM STREET,19104,942.88720703125,158.535824941193
1129,6794006129,6129 REINHARD ST,PHILA LAND BANK, ,SR,VAC LAND RES < ACRE,401276100,910,2002,Spring,VL0059WP,18,14640,15,Southwest Philadelphia,,354,2,Kenyatta Johnson,"6111-6115, 6127-6135, 6132-6146 REINHARD STREET; 
2018-2020 S 61ST STREET",19142,921.58544921875,157.373640809453
1130,6794006015,6015 REINHARD ST,LYONS JUANITA,HAROLD LENA,SR,VAC LAND RES < ACRE,401271200,930,2006,Fall,VL0968SP,5,3658,2,Southwest Philadelphia,,354,2,Kenyatta Johnson,6009-6015 REINHARD STREET,19142,934.0322265625,149.815140838255
1131,8898001828,1828 S 58TH ST,NORTH CAROLINA TED INC,A PA CORP,SR,VAC LAND COMM. < ACRE,401055400,1264,2007,Fall,VL1217SP,2,2754,1,Southwest Philadelphia,,346,2,Kenyatta Johnson,1828-1830 S 58TH STREET,19143,1267.06774902344,189.791809132468
1132,8856000674,674 N 39TH ST,COMMONWEALTH IMPROVEMENT, ,SR,VAC LAND RES < ACRE,242232400,1402,2010,Spring,VL1748WP,2,2724,3,West Philadelphia,,315,3,Jannie L. Blackwell,672-676 N 39TH STREET,19104,1396.11499023438,198.90618060158
1133,8852000613,613 N 37TH ST,PHILA REDEVELOPMENT AUTH, ,SR,VAC LAND RES < ACRE,242175700,524,2004,Spring,VL0340WP,15,10829,6,West Philadelphia,,315,3,Jannie L. Blackwell,"3623-3637 HAVERFORD AVENUE; 613-625 N 37TH STREET",19104,524.009582519531,113.57170119225
1134,8856000749,749 N 39TH ST,MORRIS SILBERBERG, ,SR,VAC LAND RES < ACRE,243102100,1169,2012,Fall,VL2092WP-F,2,2511,2,West Philadelphia,,315,3,Jannie L. Blackwell,747-749 N 39TH STREET,19104,1169.22033691406,191.053694121333
1135,3458003922,3922 FOLSOM ST,BRODY JEFF, ,SR,VAC LAND RES < ACRE,243055600,910,2007,Fall,VL1274WP_R,5,3795,0,West Philadelphia,,315,3,Jannie L. Blackwell,3922-3930 FOLSOM STREET,19104,869.204711914063,156.110712055654
1136,4124003737,3737 HAVERFORD AVE,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,242049800,1501,2002,Spring,VL0057,13,15444,10,West Philadelphia,,315,3,Jannie L. Blackwell,3719-3737 HAVERFORD AVENUE,19104,1501.30413818359,177.026366466218
1137,8854000803,803 N 38TH ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,243146900,1419,2002,Spring,VL0079,40,58446,30,West Philadelphia,,303,3,Jannie L. Blackwell,"3701-3737 BROWN STREET; 3700-3706, 
3720-3726 MANTUA AVENUE; 811-813 N 38TH STR*",19104,1427.97277832031,206.983891033094
1138,7784006039,6039 TRINITY ST,CITY OF PHILADELPHIA, ,SR,VAC LAND RES < ACRE,401212500,944,2013,Fall,VL2620SW,6,6223,3,Southwest Philadelphia,,346,2,Kenyatta Johnson,6035-6045 TRINITY STREET,19142,946.712463378906,149.343441160574
1139,8852000736,736 N 37TH ST,WPRE INVENTORY LLC, ,SR,VAC LAND RES < ACRE,243082600,1137,2006,Fall,VL0987WP,2,2320,1,West Philadelphia,,315,3,Jannie L. Blackwell,734-736 N 37TH STREET,19104,1152.73846435547,188.440723463161
1140,2276005809,5809 CHESTER AVE,ALBERT K WARE,JOANN V,SR,VAC LAND RES < ACRE,401113600,1773,2015,Fall,VL3132SW_CLP,1,1632,0,SOUTHWEST,,346,2,Kenyatta Johnson,5809 CHESTER AVE,19143,1773.23297119141,230.320624762293
1141,8898001722,1722 S 58TH ST,LAMBACK ERIC, ,SR,VAC LAND RES < ACRE,034128000,1208,2007,Fall,VL1221SP,3,3864,2,Southwest Philadelphia,,346,3,Jannie L. Blackwell,1722-1726 S 58TH STREET,19143,1251.89416503906,184.711854171067
1142,6794006080,6080 REINHARD ST,BOND WILLIAM,ROLLINS BEATRICE,SR,VAC LAND RES < ACRE,401282600,960,2006,Fall,VL0957SP,9,11787,7,Southwest Philadelphia,,354,2,Kenyatta Johnson,"6078-6086 REINHARD STREET; 6079-6085 UPLAND STREET",19142,952.313110351563,151.786821492934
1143,6794006161,6161 REINHARD ST,MANSFIELD BERNARD, ,SR,VAC LAND RES < ACRE,401277700,910,2006,Fall,VL0952SP,5,4746,2,Southwest Philadelphia,,354,2,Kenyatta Johnson,6161-6169 REINHARD STREET,19142,910.568115234375,157.689784404034
1144,8852000637,637 N 37TH ST,PHILA REDEVELOPMENT AUTH, ,H30,SEMI DET 2 STY MASONRY,242176800,1517,2016,Spring,VL0985WP_CLP_R,25,20416,0,WEST PHILADELPHIA,,315,3,Jannie L. Blackwell,"627-643 N 37TH ST; 3610-3626 WALLACE ST; 3611-27 MOUNT VERNON ST",19104,1517.71575927734,194.794772476343
1145,6794006016,6016 REINHARD ST,JAMES NORMA, ,SR,VAC LAND RES < ACRE,401279400,880,2006,Fall,VL0967SP,3,2944,2,Southwest Philadelphia,,354,2,Kenyatta Johnson,6016-6020 REINHARD STREET,19142,880.517578125,150.385622093294
1146,6786006036,6036 REGENT ST,DAVID ROY H, ,SR,VAC LAND RES < ACRE,401235800,912,2007,Fall,VL1234SP,1,930,0,Southwest Philadelphia,,354,2,Kenyatta Johnson,6036 REGENT STREET,19142,946.010986328125,147.933958696387
1147,1940003707,3707 BROWN ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,243116700,1384,2002,Spring,VL0079,40,58446,30,West Philadelphia,,303,3,Jannie L. Blackwell,"3701-3737 BROWN STREET; 3700-3706, 
3720-3726 MANTUA AVENUE; 811-813 N 38TH STR*",19104,1433.96246337891,208.048692603368
1148,7896006040,6040 UPLAND ST,TANG TRINH, ,SR,VAC LAND RES < ACRE,401299900,841,2007,Spring,VL0974SP,6,5246,3,Southwest Philadelphia,,354,2,Kenyatta Johnson,6040-6050 UPLAND STREET,19142,863.898010253906,147.296720426828
1149,7896006036,6036 UPLAND ST,WILEY BERNADETTE, ,SR,VAC LAND RES < ACRE,401299700,812,2006,Fall,VL0973SP,3,2562,1,Southwest Philadelphia,,354,2,Kenyatta Johnson,6032-6036 UPLAND STREET,19142,837.196533203125,146.616285457415
1150,7896006064,6064 UPLAND ST,BRIDGES LARRY, ,SR,VAC LAND RES < ACRE,401301100,841,2007,Spring,VL0978SP,4,3306,2,Southwest Philadelphia,,354,2,Kenyatta Johnson,6062-6068 UPLAND STREET,19142,849.421081542969,146.38510353004
1151,8104003626,3626 WALLACE ST,PHILA REDEVELOPMENT AUTH, ,SR,VAC LAND RES < ACRE,242086800,1206,2016,Spring,VL0985WP_CLP_R,25,20416,0,WEST PHILADELPHIA,,315,3,Jannie L. Blackwell,"627-643 N 37TH ST; 3610-3626 WALLACE ST; 3611-27 MOUNT VERNON ST",19104,1196.88623046875,171.368730735631
1152,8898001734,1734 S 58TH ST,TUCKER GEORGE A, ,SR,VAC LAND RES < ACRE,034128600,1208,2007,Fall,VL1220SP,3,3864,4,Southwest Philadelphia,,346,3,Jannie L. Blackwell,1734-1738 S 58TH STREET,19143,1264.80596923828,184.493541280281
1153,7896006062,6062 UPLAND ST,JOSEPH JERRY, ,SR,VAC LAND RES < ACRE,401301000,841,2007,Spring,VL0978SP,4,3306,2,Southwest Philadelphia,,354,2,Kenyatta Johnson,6062-6068 UPLAND STREET,19142,833.082763671875,145.713777558724
1154,7896006075,6075 UPLAND ST,HENRY DONSTON, ,SR,VAC LAND RES < ACRE,401290400,960,2007,Spring,VL0983SP,1,806,0,Southwest Philadelphia,,354,2,Kenyatta Johnson,6075 UPLAND STREET,19142,953.647033691406,152.402474971409
1155,4124003720,3720 HAVERFORD AVE,CITY OF PHILA,DEPT OF PUBLC PROP,SR,VAC LAND RES < ACRE,242038410,2500,2004,Spring,VL0432WP,5,14300,3,West Philadelphia,,315,3,Jannie L. Blackwell,3710-3720 HAVERFORD AVENUE,19104,2546.4365234375,251.7697806152
1156,7896006061,6061 UPLAND ST,COATS BRUCE D,COATS TRACIEY,SR,VAC LAND RES < ACRE,401289700,930,2007,Spring,VL0977SP,2,1920,10,Southwest Philadelphia,,354,2,Kenyatta Johnson,6059-6061 UPLAND STREET,19142,900.648559570313,150.534930714435
1157,1940003712,3712 BROWN ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,243063500,1575,2016,Spring,VL3304WP_CLP,9,6660,0,WEST PHILADELPHIA,,303,3,Jannie L. Blackwell,"3712-14 BROWN ST; 749-57 N DE KALB ST",19104,1647.10296630859,200.449061763892
1158,6794006009,6009 REINHARD ST,THOMAS WILLIAM, ,SR,VAC LAND RES < ACRE,401270900,960,2006,Fall,VL0968SP,5,3658,2,Southwest Philadelphia,,354,2,Kenyatta Johnson,6009-6015 REINHARD STREET,19142,940.321044921875,149.824715356364
1159,8856000725,725 N 39TH ST,DORA BROWN, ,SR,VAC LAND RES < ACRE,243100900,1312,2010,Spring,Vl1751WP,4,5312,4,West Philadelphia,,315,3,Jannie L. Blackwell,719-725 N 39TH STREET,19104,1321.61413574219,195.98353732729
1160,8856000733,733 N 39TH ST,CHESTER DIONNA HABITAT FO, ,SR,VAC LAND RES < ACRE,243101300,1312,2007,Fall,VL1276WP,7,10457,5,West Philadelphia,,315,3,Jannie L. Blackwell,"3860-3868 ASPEN STREET; 731-737 N 39TH STREET",19104,1358.04931640625,197.044184866114
1161,3328003901,3901 FAIRMOUNT AVE,COMMONWEALTH IMPROVEMENT, ,SR,VAC LAND RES < ACRE,243015000,1935,2010,Spring,VL1749WP,5,9120,4,West Philadelphia,,315,3,Jannie L. Blackwell,3901-3909 FAIRMOUNT AVENUE,19104,2001.912109375,230.055766782572
1162,8900001600,1600 S 59TH ST,CITY OF PHILADELPHIA, ,SI,VAC LAND COMM. < ACRE,034132410,16591,2010,Spring,VL1688SW,1,16998,2,Southwest Philadelphia,,346,3,Jannie L. Blackwell,1600-1620 S 59TH STREET,19143,16591.5895385742,645.557465418607
1163,6794006082,6082 REINHARD ST,PHILADELPHIA LAND BANK, ,SR,VAC LAND RES < ACRE,401282701,960,2006,Fall,VL0957SP,9,11787,7,Southwest Philadelphia,,354,2,Kenyatta Johnson,"6078-6086 REINHARD STREET; 6079-6085 UPLAND STREET",19142,968.562377929688,152.237741752359
1164,7896006086,6086 UPLAND ST,WATSON NICK,WATSON JACQUELINE,SR,VAC LAND RES < ACRE,401302200,841,2007,Spring,VL0982SP,3,2908,3,Southwest Philadelphia,,354,2,Kenyatta Johnson,6086-6090 UPLAND STREET,19142,841.121459960938,146.085201361618
1165,3328003839,3839 FAIRMOUNT AVE,COMMONWEALTH IMPROVEMENT, ,SR,VAC LAND RES < ACRE,243013700,1440,2012,Fall,VL2110WP-F,4,10875,4,West Philadelphia,,315,3,Jannie L. Blackwell,3825-3841 FAIRMOUNT AVENUE,19104,1436.60540771484,211.488138479632
1166,1940003714,3714 BROWN ST,TURNER SARAH,WILKERSON FELICIA,SR,VAC LAND RES < ACRE,243063600,1575,2016,Spring,VL3304WP_CLP,9,6660,0,WEST PHILADELPHIA,,303,3,Jannie L. Blackwell,"3712-14 BROWN ST; 749-57 N DE KALB ST",19104,1630.50274658203,200.189836221945
1167,1940003726,3726 BROWN ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,243064200,975,2006,Spring,VL0849WP,14,19507,12,West Philadelphia,,303,3,Jannie L. Blackwell,"777-785 N 38TH STREET; 770-774 N DEKALB STREET; 
3716-3726 BROWN STREET",19104,965.445739746094,161.055016747907
1168,7896006083,6083 UPLAND ST,STARBUCK ASSOC, ,SR,VAC LAND RES < ACRE,401290800,960,2006,Fall,VL0957SP,9,11787,7,Southwest Philadelphia,,354,2,Kenyatta Johnson,"6078-6086 REINHARD STREET; 6079-6085 UPLAND STREET",19142,980.703186035156,153.285375403875
1169,1940003719,3719 BROWN ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,243117300,1572,2002,Spring,VL0079,40,58446,30,West Philadelphia,,303,3,Jannie L. Blackwell,"3701-3737 BROWN STREET; 3700-3706, 
3720-3726 MANTUA AVENUE; 811-813 N 38TH STR*",19104,1572.49963378906,211.618649499171
1170,4124003721,3721 HAVERFORD AVE,REDEVELOPMENT AUTHORITY,OF PHILA,SR,VAC LAND RES < ACRE,242049000,1743,2002,Spring,VL0057,13,15444,10,West Philadelphia,,315,3,Jannie L. Blackwell,3719-3737 HAVERFORD AVENUE,19104,1743.74169921875,228.021839482209
1171,1380003539,3539 ASPEN ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,VAC LAND RES < ACRE,243042810,914,2012,Fall,VL2097WP-F,1,819,0,West Philadelphia,,303,3,Jannie L. Blackwell,3539 ASPEN STREET,19104,942.72900390625,155.265807568496
1172,3458003928,3928 FOLSOM ST,CITY OF PHILA,DEPT PUB PROP,SR,VAC LAND RES < ACRE,243055910,910,2007,Fall,VL1274WP_R,5,3795,0,West Philadelphia,,315,3,Jannie L. Blackwell,3922-3930 FOLSOM STREET,19104,909.506652832031,157.581559371019
1173,7896006013,6013 UPLAND ST,CITY OF PHILA,DEPT PUB PROP,SR,VAC LAND RES < ACRE,401287301,930,2006,Fall,VL0969SP,5,4742,2,Southwest Philadelphia,,354,2,Kenyatta Johnson,"6010-6012 REINHARD STREET; 6011-6015 UPLAND STREET",19142,948.466613769531,151.772862625731
1174,6794006085,6085 REINHARD ST,MOON THELMA M, ,SR,VAC LAND RES < ACRE,401274700,930,2006,Fall,VL0956SP,5,6168,4,Southwest Philadelphia,,354,2,Kenyatta Johnson,6081-6089 REINHARD STREET,19142,935.236938476563,150.835138044815
1175,6794006115,6115 REINHARD ST,ROBERT L JOHNSON,NOREEN M,SR,VAC LAND RES < ACRE,401275400,910,2002,Spring,VL0059WP,18,14640,15,Southwest Philadelphia,,354,2,Kenyatta Johnson,"6111-6115, 6127-6135, 6132-6146 REINHARD STREET; 
2018-2020 S 61ST STREET",19142,908.986511230469,157.495697182679
1176,3328003910,3910 FAIRMOUNT AVE,MA YUJIE, ,SR,VAC LAND RES < ACRE,242226200,1456,2012,Fall,VL2111WP-F,4,5760,2,West Philadelphia,,315,3,Jannie L. Blackwell,3908-3914 FAIRMOUNT AVENUE,19104,1498.91516113281,215.252428401564
1177,1380003704,3704 ASPEN ST,MERLAND JAMES, ,SR,VAC LAND RES < ACRE,243033900,760,2016,Spring,VL3649WP_CLP,1,2400,0,NIH_WP,,315,3,Jannie L. Blackwell,3704-08 ASPEN ST,19104,760.342956542969,143.620028569659
